link,price,pid,name
/htc-desire-616-dual-sim/p/itmdy3h6zahyc6w6?pid=MOBDY3H2X9FZNNSE&srno=b_122&ref=e0212e68-2ef6-4855-8d73-aee7e0a30b8f,"Rs. 14,469",MOBDY3H2X9FZNNSE,HTC Desire 616 Dual Sim (Pearl White)
/intex-aqua-t2-kitkat/p/itmdzmbxhuqzgqhf?pid=MOBDZMBZXHYRWDRK&srno=b_123&ref=e0212e68-2ef6-4855-8d73-aee7e0a30b8f,"Rs. 2,690",MOBDZMBZXHYRWDRK,Intex Aqua T2 KitKat (Black)
/nokia-lumia-1320/p/itmdv6f6skfh4ak6?pid=MOBDS2AAE6FYSTMC&srno=b_124&ref=e0212e68-2ef6-4855-8d73-aee7e0a30b8f,"Rs. 17,346",MOBDS2AAE6FYSTMC,Nokia Lumia 1320 (Black)
/nokia-220/p/itmdxghbwehx6xzq?pid=MOBDUGTKBSQ8ZG5J&srno=b_125&ref=e0212e68-2ef6-4855-8d73-aee7e0a30b8f,"Rs. 2,850",MOBDUGTKBSQ8ZG5J,Nokia 220 (Yellow)
/lava-arc-111/p/itmdu5q6hu8br8ge?pid=MOBDU5Q6MKXCTJKZ&srno=b_126&ref=e0212e68-2ef6-4855-8d73-aee7e0a30b8f,Rs. 949,MOBDU5Q6MKXCTJKZ,Lava Arc 111 (Black & Yellow)
/apple-iphone-5s/p/itmdv6f75dyxhmt4?pid=MOBDPPZZPXVDJHSQ&srno=b_127&ref=e0212e68-2ef6-4855-8d73-aee7e0a30b8f,"Rs. 42,589",MOBDPPZZPXVDJHSQ,"Apple iPhone 5S (Space Grey, with 16 GB)"
/micromax-canvas-gold-a300/p/itmdxga3qsxssvhr?pid=MOBDXF7RJZGAPESB&srno=b_128&ref=e0212e68-2ef6-4855-8d73-aee7e0a30b8f,"Rs. 13,493",MOBDXF7RJZGAPESB,Micromax Canvas Gold A300 (White Gold)
/karbonn-smart-a11-star/p/itmeyfqdx4fyp7bq?pid=MOBDWMQWGCJ5GFGB&srno=b_129&ref=e0212e68-2ef6-4855-8d73-aee7e0a30b8f,"Rs. 4,499",MOBDWMQWGCJ5GFGB,Karbonn Smart A11 Star (White)
/lava-iris-x1-8-gb-rom/p/itmeyawyjyarhzjb?pid=MOBEY7ZMPEBFEYHF&srno=b_130&ref=e0212e68-2ef6-4855-8d73-aee7e0a30b8f,"Rs. 6,999",MOBEY7ZMPEBFEYHF,"Lava Iris X1 (8 GB ROM) (White & Gold, with 8 GB ROM)"
/nokia-lumia-630-single-sim/p/itmdynygqtnd8jzt?pid=MOBDWUAZXPTGRHGV&srno=b_131&ref=e0212e68-2ef6-4855-8d73-aee7e0a30b8f,"Rs. 7,850",MOBDWUAZXPTGRHGV,Nokia Lumia 630 Single SIM (Black)
/karbonn-sound-wave-k451/p/itmdzmydje3stzkh?pid=MOBDEF8RHHP4W6SB&srno=b_132&ref=e0212e68-2ef6-4855-8d73-aee7e0a30b8f,"Rs. 1,590",MOBDEF8RHHP4W6SB,Karbonn Sound Wave K451+ (Champ Gold)
/micromax-canvas-elanza-2-a121/p/itmdw6yahy5vygbf?pid=MOBDW5YZDUACA9P7&srno=b_133&ref=e0212e68-2ef6-4855-8d73-aee7e0a30b8f,"Rs. 9,999",MOBDW5YZDUACA9P7,Micromax Canvas Elanza 2 A121 (Black)
/lava-iris-selfie-50/p/itmefp9y6kdf8tbe?pid=MOBEFP9Y35RZ4GNJ&srno=b_134&ref=e0212e68-2ef6-4855-8d73-aee7e0a30b8f,"Rs. 7,499",MOBEFP9Y35RZ4GNJ,Lava Iris Selfie 50 (Black)
/lava-arc-12i/p/itmdtxvz7pejca8d?pid=MOBDUVDXGV2GSFSF&srno=b_135&ref=e0212e68-2ef6-4855-8d73-aee7e0a30b8f,"Rs. 1,210",MOBDUVDXGV2GSFSF,Lava Arc 12i (Grey)
/nokia-225/p/itmdwaskhw3q4bqz?pid=MOBDWANFKT3YGJQK&srno=b_136&ref=e0212e68-2ef6-4855-8d73-aee7e0a30b8f,"Rs. 3,800",MOBDWANFKT3YGJQK,Nokia 225 (Black)
/nokia-108/p/itmdv6f6hgugq6js?pid=MOBDPGRZPZRKVM5A&srno=b_137&ref=e0212e68-2ef6-4855-8d73-aee7e0a30b8f,"Rs. 1,915",MOBDPGRZPZRKVM5A,Nokia 108 (White)
/micromax-canvas-power-a96/p/itmdthg7yzcgfmhk?pid=MOBDTHG6J5GUMYB2&srno=b_138&ref=e0212e68-2ef6-4855-8d73-aee7e0a30b8f,"Rs. 6,054",MOBDTHG6J5GUMYB2,Micromax Canvas Power A96 (Black)
/karbonn-android-one-sparkle-v/p/itmeyfhggvcghjaf?pid=MOBEYFB9P3DN3CZZ&srno=b_139&ref=e0212e68-2ef6-4855-8d73-aee7e0a30b8f,"Rs. 5,999",MOBEYFB9P3DN3CZZ,Karbonn Android One Sparkle V (Blue)
/samsung-galaxy-star-2-sm-g130e/p/itmdzrdvwqzyyvzn?pid=MOBDZRDTKGJXRGZH&srno=b_140&ref=e0212e68-2ef6-4855-8d73-aee7e0a30b8f,"Rs. 4,323",MOBDZRDTKGJXRGZH,Samsung Galaxy Star 2 SM-G130E (White)
/micromax-canvas-fire-a104/p/itmdzkkmaqbfwrzd?pid=MOBDYABCUZEH7FBK&srno=b_141&ref=e0212e68-2ef6-4855-8d73-aee7e0a30b8f,"Rs. 6,399",MOBDYABCUZEH7FBK,Micromax Canvas Fire A104 (Black Gold)
/samsung-galaxy-star-advance-sm-g350ezwainu/p/itmeyfc4vwzwhuva?pid=MOBEYFC44EUDZ9TX&srno=b_101&ref=0a902368-c6f0-455a-9459-702afc8ee5d6,"Rs. 5,999",MOBEYFC44EUDZ9TX,Samsung Galaxy Star Advance SM-G350EZWAINU (White)
/xolo-a500s-lite/p/itmdwhg8jvsvnvhz?pid=MOBDWHG4SFQUGFGK&srno=b_102&ref=0a902368-c6f0-455a-9459-702afc8ee5d6,"Rs. 4,550",MOBDWHG4SFQUGFGK,XOLO A500s Lite (Black)
/xolo-one/p/itmef3v4b8yaf8gt?pid=MOBEF3V49WBFGTEA&srno=b_103&ref=0a902368-c6f0-455a-9459-702afc8ee5d6,"Rs. 6,350",MOBEF3V49WBFGTEA,XOLO One (Black)
/lenovo-a369i/p/itmdpdz5zzy54ujf?pid=MOBDPDWHVKBHKY4U&srno=b_104&ref=0a902368-c6f0-455a-9459-702afc8ee5d6,"Rs. 4,095",MOBDPDWHVKBHKY4U,Lenovo A369i (Black)
/nokia-asha-501/p/itmdv6f5huyr5qp7?pid=MOBDHX4W57DEMADE&srno=b_105&ref=0a902368-c6f0-455a-9459-702afc8ee5d6,"Rs. 3,740",MOBDHX4W57DEMADE,Nokia Asha 501 (Black)
/lenovo-s850/p/itmdyhz2cuyhgg2b?pid=MOBDZM4P6GYDEDZH&srno=b_106&ref=0a902368-c6f0-455a-9459-702afc8ee5d6,"Rs. 13,739",MOBDZM4P6GYDEDZH,Lenovo S850 (Dark Blue)
/asus-zenfone-5-a501cg/p/itmdxza4ystyqnrf?pid=MOBDXZ9WG3Z5EFT6&srno=b_107&ref=0a902368-c6f0-455a-9459-702afc8ee5d6,"Rs. 12,999",MOBDXZ9WG3Z5EFT6,"Asus Zenfone 5 A501CG (Gold, with 16 GB)"
/apple-iphone-4s/p/itmeyfrhecyqxrgg?pid=MOBDQD7UHBGZHRPN&srno=b_108&ref=0a902368-c6f0-455a-9459-702afc8ee5d6,"Rs. 22,900",MOBDQD7UHBGZHRPN,"Apple iPhone 4S (Black, with 8 GB)"
/nokia-asha-210/p/itmdv6f64xddcfbu?pid=MOBDHXZXGZHJ5EGD&srno=b_109&ref=0a902368-c6f0-455a-9459-702afc8ee5d6,"Rs. 4,993",MOBDHXZXGZHJ5EGD,Nokia Asha 210 (Black)
/samsung-galaxy-s5-mini/p/itmdz6sxauamaq4s?pid=MOBDZ6SPAG5HZ5AS&srno=b_110&ref=0a902368-c6f0-455a-9459-702afc8ee5d6,"Rs. 21,999",MOBDZ6SPAG5HZ5AS,Samsung Galaxy S5 Mini (Charcoal Black)
/samsung-guru-e1207t/p/itmeyfrtbwjdzhhf?pid=MOBDESGHQPQEJ2ZG&srno=b_111&ref=0a902368-c6f0-455a-9459-702afc8ee5d6,"Rs. 1,440",MOBDESGHQPQEJ2ZG,Samsung Guru E1207T (Black)
/htc-desire-816/p/itmdwgcegvq22g3b?pid=MOBDW3XDF277SFFF&srno=b_112&ref=0a902368-c6f0-455a-9459-702afc8ee5d6,"Rs. 24,777",MOBDW3XDF277SFFF,HTC Desire 816 (Dark Grey)
/sony-xperia-m/p/itmefjdbgdxanh7p?pid=MOBDN9RGFQRWAZHT&srno=b_113&ref=0a902368-c6f0-455a-9459-702afc8ee5d6,"Rs. 9,929",MOBDN9RGFQRWAZHT,Sony Xperia M (Black)
/micromax-canvas-knight-a350/p/itmdxdhuwgnnngwy?pid=MOBDTTBK3BHZGRRY&srno=b_114&ref=0a902368-c6f0-455a-9459-702afc8ee5d6,"Rs. 15,289",MOBDTTBK3BHZGRRY,Micromax Canvas Knight A350 (Black)
/sony-xperia-sp/p/itmefjdbf62fxn3f?pid=MOBDJMZ2U6JFHZZH&srno=b_115&ref=0a902368-c6f0-455a-9459-702afc8ee5d6,"Rs. 13,999",MOBDJMZ2U6JFHZZH,Sony Xperia SP (Black)
/micromax-x088/p/itmdmmjfmzebmahh?pid=MOBDMMJE9NMFJHAJ&srno=b_116&ref=0a902368-c6f0-455a-9459-702afc8ee5d6,"Rs. 1,154",MOBDMMJE9NMFJHAJ,Micromax X088 (Black & Silver)
/micromax-unite-2-a106-8-gb-rom/p/itmdxvuf3p2neea5?pid=MOBDXVTYVN6WCHNZ&srno=b_117&ref=0a902368-c6f0-455a-9459-702afc8ee5d6,"Rs. 6,497",MOBDXVTYVN6WCHNZ,"Micromax Unite 2 A106 with 8 GB ROM (Red, with 8 GB ROM)"
/karbonn-titanium-s5-plus/p/itmdr4p4yp38vgzj?pid=MOBDR4P4N5JJQGUJ&srno=b_118&ref=0a902368-c6f0-455a-9459-702afc8ee5d6,"Rs. 7,290",MOBDR4P4N5JJQGUJ,Karbonn Titanium S5 Plus (Pearl White)
/nokia-220/p/itmdxghbwehx6xzq?pid=MOBDUGTKXBGHF3HX&srno=b_119&ref=0a902368-c6f0-455a-9459-702afc8ee5d6,"Rs. 2,879",MOBDUGTKXBGHF3HX,Nokia 220 (Red)
/asus-zenfone-5-a501cg/p/itmdxza4ystyqnrf?pid=MOBDXZ9WZZGHFMTG&srno=b_120&ref=0a902368-c6f0-455a-9459-702afc8ee5d6,"Rs. 12,999",MOBDXZ9WZZGHFMTG,"Asus Zenfone 5 A501CG (White, with 16 GB)"
/alcatel-onetouch-firec-4020d/p/itmdys6qffvs6tfd?pid=MOBDZQRG7YUGBMYD&srno=b_142&ref=75efc268-7bd0-4e28-9592-33af52a07a65,"Rs. 1,990",MOBDZQRG7YUGBMYD,Alcatel Onetouch FireC 4020D (Dark Chocolate)
/lenovo-s660/p/itmdurzcejb5tf9s?pid=MOBDURYWZFXDATU7&srno=b_143&ref=75efc268-7bd0-4e28-9592-33af52a07a65,"Rs. 10,445",MOBDURYWZFXDATU7,Lenovo S660 (Titanium)
/lenovo-a536/p/itmdzzkqnsujxhfa?pid=MOBDZM5TGXEZNADQ&srno=b_144&ref=75efc268-7bd0-4e28-9592-33af52a07a65,"Rs. 8,390",MOBDZM5TGXEZNADQ,Lenovo A536 (Black)
/xolo-a500s-lite/p/itmdwhg8jvsvnvhz?pid=MOBDXSGPRQT6ZWEM&srno=b_145&ref=75efc268-7bd0-4e28-9592-33af52a07a65,"Rs. 4,199",MOBDXSGPRQT6ZWEM,XOLO A500s Lite (White)
/karbonn-titanium-s4-plus/p/itmef87gevhhrn4b?pid=MOBEF87CRYCAUBM8&srno=b_146&ref=75efc268-7bd0-4e28-9592-33af52a07a65,"Rs. 3,999",MOBEF87CRYCAUBM8,Karbonn Titanium S4 Plus (White)
/samsung-galaxy-grand-neo-gt-i9060/p/itmdv6f7uvrrzxaq?pid=MOBDTGFZ8BRJVGS3&srno=b_147&ref=75efc268-7bd0-4e28-9592-33af52a07a65,"Rs. 12,490",MOBDTGFZ8BRJVGS3,Samsung Galaxy Grand Neo GT-I9060 (White)
/nokia-lumia-520/p/itmeyfpbsg7tajzj?pid=MOBDJ4ZNKFFGYJC4&srno=b_148&ref=75efc268-7bd0-4e28-9592-33af52a07a65,"Rs. 8,599",MOBDJ4ZNKFFGYJC4,Nokia Lumia 520 (Cyan)
/nokia-107/p/itmdpwk8tw4qfwtc?pid=MOBDPWK5Z23D977F&srno=b_149&ref=75efc268-7bd0-4e28-9592-33af52a07a65,"Rs. 1,573",MOBDPWK5Z23D977F,Nokia 107 (Red)
/micromax-unite-2-a106-4-gb-rom/p/itmeyfpgduuh8wzw?pid=MOBDWEQ5JEGQYZDM&srno=b_150&ref=75efc268-7bd0-4e28-9592-33af52a07a65,"Rs. 6,592",MOBDWEQ5JEGQYZDM,Micromax Unite 2 A106 with 4 GB ROM (White)
/lenovo-s850/p/itmdyhz2cuyhgg2b?pid=MOBDYHNYYFGN8MNU&srno=b_151&ref=75efc268-7bd0-4e28-9592-33af52a07a65,"Rs. 13,379",MOBDYHNYYFGN8MNU,Lenovo S850 (White)
/forme-q200/p/itmeyn4267hzvppr?pid=MOBEYN42FZRVMZZG&srno=b_152&ref=75efc268-7bd0-4e28-9592-33af52a07a65,Rs. 894,MOBEYN42FZRVMZZG,Forme Q200 (Black & Silver)
/micromax-bolt-a58/p/itmdv6f6rbx9tfr9?pid=MOBDPZZR65PETYZH&srno=b_153&ref=75efc268-7bd0-4e28-9592-33af52a07a65,"Rs. 4,065",MOBDPZZR65PETYZH,Micromax Bolt A58 (Black)
/lava-kkt-42/p/itmdunfghfggfavz?pid=MOBDUNF8MANYGZDG&srno=b_154&ref=75efc268-7bd0-4e28-9592-33af52a07a65,"Rs. 1,449",MOBDUNF8MANYGZDG,Lava KKT 42 (Black)
/samsung-galaxy-core-i8262/p/itmdv6f6kyttpgu4?pid=MOBDHKWZ7AE7UMGH&srno=b_155&ref=75efc268-7bd0-4e28-9592-33af52a07a65,"Rs. 13,298",MOBDHKWZ7AE7UMGH,Samsung Galaxy Core I8262 (Chic White)
/micromax-unite-2-a106-4-gb-rom/p/itmeyfpgduuh8wzw?pid=MOBDWERG4UFMFZXW&srno=b_156&ref=75efc268-7bd0-4e28-9592-33af52a07a65,"Rs. 6,749",MOBDWERG4UFMFZXW,Micromax Unite 2 A106 with 4 GB ROM (Grey)
/nokia-lumia-520/p/itmeyfpbsg7tajzj?pid=MOBDJ4ZNPKRUWTV9&srno=b_157&ref=75efc268-7bd0-4e28-9592-33af52a07a65,"Rs. 6,999",MOBDJ4ZNPKRUWTV9,Nokia Lumia 520 (Yellow)
/asus-zenfone-6-a600cg-a601cg/p/itmefvyuhuegapay?pid=MOBDXZ9WHUH7XJMN&srno=b_158&ref=75efc268-7bd0-4e28-9592-33af52a07a65,"Rs. 16,999",MOBDXZ9WHUH7XJMN,"Asus Zenfone 6 A600CG /A601CG (Deep Black, with 16 GB)"
/nokia-x2-dual-sim/p/itmdxza4gunw3jg2?pid=MOBDYZ9HBFUYCJXU&srno=b_159&ref=75efc268-7bd0-4e28-9592-33af52a07a65,"Rs. 7,042",MOBDYZ9HBFUYCJXU,Nokia X2-Dual Sim (Black)
/spice-android-one-dream-uno-mi-498/p/itmdzuakgnatgyzs?pid=MOBDZUAKFFAP5VMD&srno=b_160&ref=75efc268-7bd0-4e28-9592-33af52a07a65,"Rs. 6,299",MOBDZUAKFFAP5VMD,Spice Android One Dream UNO Mi-498 (White)
/samsung-i8552-galaxy-grand-quattro/p/itmdv6f54zrpafqa?pid=MOBDKESQYYHXFJJ7&srno=b_161&ref=75efc268-7bd0-4e28-9592-33af52a07a65,"Rs. 12,800",MOBDKESQYYHXFJJ7,Samsung I8552 - Galaxy Grand Quattro (Ceramic White)
/asus-zenfone-4-a400cg/p/itmeygpv4uxt4gjx?pid=MOBDXZAYKT6RKG5P&srno=b_62&ref=f6599003-f4dd-44a9-aecf-45a1e8ec0ba8,"Rs. 5,999",MOBDXZAYKT6RKG5P,"Asus Zenfone 4 A400CG (Yellow, with 8 GB, with Corning..."
/samsung-galaxy-core-2-sm-g355hzwdinu/p/itmdy3h6qhgz2phv?pid=MOBDY3H2W7WMTVCX&srno=b_63&ref=f6599003-f4dd-44a9-aecf-45a1e8ec0ba8,"Rs. 7,899",MOBDY3H2W7WMTVCX,Samsung Galaxy Core 2 SM-G355HZWDINU (White)
/lenovo-vibe-z2-pro/p/itmdzbhmqcqvv5k3?pid=MOBDZBHFK2KBYWNK&srno=b_64&ref=f6599003-f4dd-44a9-aecf-45a1e8ec0ba8,"Rs. 32,999",MOBDZBHFK2KBYWNK,Lenovo Vibe Z2 Pro (Starry Night Black)
/nokia-x/p/itmdv6f6wbztaznf?pid=MOBDU4ZKTTJ7JUWT&srno=b_65&ref=f6599003-f4dd-44a9-aecf-45a1e8ec0ba8,"Rs. 5,499",MOBDU4ZKTTJ7JUWT,Nokia X (Black)
/lava-iris-x1-8-gb-rom/p/itmeyawyjyarhzjb?pid=MOBDYWU99MNH49FF&srno=b_66&ref=f6599003-f4dd-44a9-aecf-45a1e8ec0ba8,"Rs. 6,890",MOBDYWU99MNH49FF,"Lava Iris X1 with 8 GB ROM (Black, with 8 GB ROM)"
/samsung-galaxy-star-pro-s7262/p/itmeyfqdbfy7hf7c?pid=MOBDQ22YUJ8ZFXKW&srno=b_67&ref=f6599003-f4dd-44a9-aecf-45a1e8ec0ba8,"Rs. 5,530",MOBDQ22YUJ8ZFXKW,Samsung Galaxy Star Pro S7262 (Midnight Black)
/google-nexus-6/p/itmefhhgxyc7ctgq?pid=MOBEFHHGB2RFQ7WM&srno=b_68&ref=f6599003-f4dd-44a9-aecf-45a1e8ec0ba8,"Rs. 48,999",MOBEFHHGB2RFQ7WM,"Google Nexus 6 (Cloud White, with 64 GB)"
/htc-desire-816g/p/itmeythjsxgzyhhj?pid=MOBEYU3FYF2KHJWN&srno=b_69&ref=f6599003-f4dd-44a9-aecf-45a1e8ec0ba8,"Rs. 16,796",MOBEYU3FYF2KHJWN,HTC Desire 816G (Blue)
/lava-iris-x1-8-gb-rom/p/itmeyawyjyarhzjb?pid=MOBDYWU9BNRYZJUR&srno=b_70&ref=f6599003-f4dd-44a9-aecf-45a1e8ec0ba8,"Rs. 6,999",MOBDYWU9BNRYZJUR,"Lava Iris X1 with 8 GB ROM (White, with 8 GB ROM)"
/karbonn-k53/p/itmdzjmgcuak54zh?pid=MOBDZJMCJAPFJ8XC&srno=b_71&ref=f6599003-f4dd-44a9-aecf-45a1e8ec0ba8,"Rs. 1,399",MOBDZJMCJAPFJ8XC,Karbonn K53 (Black & Yellow)
/samsung-galaxy-s-duos-3-sm-g313hrwhins/p/itmdzrdwqpyf37r6?pid=MOBDZRDT6YGX9HVZ&srno=b_72&ref=f6599003-f4dd-44a9-aecf-45a1e8ec0ba8,"Rs. 7,590",MOBDZRDT6YGX9HVZ,Samsung Galaxy S Duos 3 SM-G313HRWHINS (Ceramic White)
/alcatel-onetouch-idol-x/p/itmefdx5dtk6mbqx?pid=MOBDUZQRWUUG7ZMU&srno=b_73&ref=f6599003-f4dd-44a9-aecf-45a1e8ec0ba8,"Rs. 14,999",MOBDUZQRWUUG7ZMU,"Alcatel Onetouch Idol X+ (Bluish Black, with 16 GB, wit..."
/micromax-mad-a94/p/itmeyfrhb82gsb4s?pid=MOBDSN7H75FANFUA&srno=b_74&ref=f6599003-f4dd-44a9-aecf-45a1e8ec0ba8,"Rs. 6,119",MOBDSN7H75FANFUA,Micromax MAd A94 (Grey)
/lava-iris-x5/p/itmey7zpdyevzyq9?pid=MOBEY7ZMZKCJWDPP&srno=b_75&ref=f6599003-f4dd-44a9-aecf-45a1e8ec0ba8,"Rs. 8,649",MOBEY7ZMZKCJWDPP,Lava Iris X5 (Black)
/samsung-galaxy-grand-2/p/itmefr9gsjsztumy?pid=MOBDRRYRWADX9DNK&srno=b_76&ref=f6599003-f4dd-44a9-aecf-45a1e8ec0ba8,"Rs. 17,253",MOBDRRYRWADX9DNK,Samsung Galaxy Grand 2 (White)
/micromax-canvas-2-2-a114/p/itmdrg6asyfthx4m?pid=MOBDRKHTEKMPGA27&srno=b_77&ref=f6599003-f4dd-44a9-aecf-45a1e8ec0ba8,"Rs. 7,939",MOBDRKHTEKMPGA27,Micromax Canvas 2.2 A114 (White)
/karbonn-titanium-s2-plus/p/itmdxza4f2f374nh?pid=MOBDXZ9WHGFH8ZGM&srno=b_78&ref=f6599003-f4dd-44a9-aecf-45a1e8ec0ba8,"Rs. 4,999",MOBDXZ9WHGFH8ZGM,Karbonn Titanium S2 Plus (White)
/apple-iphone-4s/p/itmeyfrhecyqxrgg?pid=MOBDQD7UUUM57Y5W&srno=b_79&ref=f6599003-f4dd-44a9-aecf-45a1e8ec0ba8,"Rs. 22,990",MOBDQD7UUUM57Y5W,"Apple iPhone 4S (White, with 8 GB)"
/micromax-canvas-2-colors-a120-4-gb-rom/p/itmdz4rwazdsrqfd?pid=MOBDVN5YQARGVUEB&srno=b_80&ref=f6599003-f4dd-44a9-aecf-45a1e8ec0ba8,"Rs. 8,490",MOBDVN5YQARGVUEB,Micromax Canvas 2 Colors A120 with 4 GB ROM (Grey)
/htc-desire-210-dual-sim-d210h/p/itmdvzg8bnph9xja?pid=MOBDVZ6TDYZCKRDC&srno=b_81&ref=f6599003-f4dd-44a9-aecf-45a1e8ec0ba8,"Rs. 7,049",MOBDVZ6TDYZCKRDC,HTC Desire 210 Dual Sim D210h (Black)
/nokia-206/p/itmdzkkvtj4ehs5n?pid=MOBDGECMA6GVFKZZ&srno=b_82&ref=8db3ff12-3680-48df-9ede-3a942ff84cb4,"Rs. 3,597",MOBDGECMA6GVFKZZ,"Nokia 206 (Black, with Dual Sim)"
/samsung-galaxy-grand-2/p/itmefr9gpgdgvryz?pid=MOBDT55VZHY3DCWP&srno=b_83&ref=8db3ff12-3680-48df-9ede-3a942ff84cb4,"Rs. 16,650",MOBDT55VZHY3DCWP,Samsung Galaxy Grand 2 (Black)
/samsung-galaxy-star-advance-350e-sm-g350ezkains/p/itmeyfhgda8zyhpd?pid=MOBEYAW2FRFCVE45&srno=b_84&ref=8db3ff12-3680-48df-9ede-3a942ff84cb4,"Rs. 5,999",MOBEYAW2FRFCVE45,Samsung Galaxy Star Advance - 350E SM-G350EZKAINS (Black)
/micromax-x282/p/itmdpdchvceyqxqj?pid=MOBDN25JPAGPJ84G&srno=b_85&ref=8db3ff12-3680-48df-9ede-3a942ff84cb4,"Rs. 1,463",MOBDN25JPAGPJ84G,Micromax X282 (Grey)
/micromax-x351/p/itmdhtwagdeu62qg?pid=MOBDHTW6NKZHPH9T&srno=b_86&ref=8db3ff12-3680-48df-9ede-3a942ff84cb4,"Rs. 1,599",MOBDHTW6NKZHPH9T,Micromax X351 (Black Silver)
/samsung-galaxy-s-duos-3-sm-g313hhahins/p/itmey8vrqvzyjbn2?pid=MOBDZRDTQRSAHE3N&srno=b_87&ref=8db3ff12-3680-48df-9ede-3a942ff84cb4,"Rs. 7,590",MOBDZRDTQRSAHE3N,Samsung Galaxy S Duos 3 SM-G313HHAHINS (Charcoal Grey)
/karbonn-titanium-s2-plus/p/itmdxza4f2f374nh?pid=MOBDXZ9WHJP4M6HW&srno=b_88&ref=8db3ff12-3680-48df-9ede-3a942ff84cb4,"Rs. 5,480",MOBDXZ9WHJP4M6HW,Karbonn Titanium S2 Plus (Black)
/nokia-lumia-530-dual-sim/p/itmdyrgaksgmj8zx?pid=MOBDYRG3N6UANTAD&srno=b_89&ref=8db3ff12-3680-48df-9ede-3a942ff84cb4,"Rs. 5,802",MOBDYRG3N6UANTAD,Nokia Lumia 530 Dual Sim (White)
/blackberry-z3/p/itmdxdg9ukfdxhaw?pid=MOBDXDFJJZHHDYMH&srno=b_90&ref=8db3ff12-3680-48df-9ede-3a942ff84cb4,"Rs. 13,999",MOBDXDFJJZHHDYMH,"BlackBerry Z3 (Black, with 8 GB)"
/htc-desire-616-dual-sim/p/itmdy3h6zahyc6w6?pid=MOBDY3H289GHKPAH&srno=b_91&ref=8db3ff12-3680-48df-9ede-3a942ff84cb4,"Rs. 13,900",MOBDY3H289GHKPAH,HTC Desire 616 Dual Sim (Dark Gray)
/samsung-galaxy-core-2-sm-g355hzkdins/p/itmefyrbshf26gbw?pid=MOBDZB3Q8WJNKVHG&srno=b_92&ref=8db3ff12-3680-48df-9ede-3a942ff84cb4,"Rs. 8,200",MOBDZB3Q8WJNKVHG,Samsung Galaxy Core 2 SM-G355HZKDINS (Black)
/micromax-canvas-doodle-3-a102-1-gb-ram/p/itmdwdp4z8bvry3u?pid=MOBDWDZZRWYVGZZ2&srno=b_93&ref=8db3ff12-3680-48df-9ede-3a942ff84cb4,"Rs. 7,300",MOBDWDZZRWYVGZZ2,Micromax Canvas Doodle 3 A102 with 1 GB RAM (White)
/micromax-canvas-doodle-3-a102-1-gb-ram/p/itmdwdp4z8bvry3u?pid=MOBDWDZZKUNGB26U&srno=b_94&ref=8db3ff12-3680-48df-9ede-3a942ff84cb4,"Rs. 7,587",MOBDWDZZKUNGB26U,Micromax Canvas Doodle 3 A102 with 1 GB RAM (Blue)
/micromax-canvas-a1/p/itmefzq5tuzupnyw?pid=MOBEF872PWJEJET3&srno=b_95&ref=8db3ff12-3680-48df-9ede-3a942ff84cb4,"Rs. 6,570",MOBEF872PWJEJET3,Micromax Canvas A1 (White)
/lava-iris-x5/p/itmey7zpdyevzyq9?pid=MOBEYTR3HEVYHBZD&srno=b_96&ref=8db3ff12-3680-48df-9ede-3a942ff84cb4,"Rs. 8,649",MOBEYTR3HEVYHBZD,Lava Iris X5 (White)
/nokia-108/p/itmdv6f6hgugq6js?pid=MOBDPGUFSNCSSYYG&srno=b_97&ref=8db3ff12-3680-48df-9ede-3a942ff84cb4,"Rs. 1,869",MOBDPGUFSNCSSYYG,Nokia 108 (Red)
/nokia-lumia-1020/p/itmeyfpjufdt9phq?pid=MOBDZKH69HGSZX9N&srno=b_98&ref=8db3ff12-3680-48df-9ede-3a942ff84cb4,"Rs. 23,999",MOBDZKH69HGSZX9N,Nokia Lumia 1020 (White)
/micromax-x101i/p/itmdpgsvcjrq873h?pid=MOBDBD8GAPE78TDC&srno=b_99&ref=8db3ff12-3680-48df-9ede-3a942ff84cb4,"Rs. 1,249",MOBDBD8GAPE78TDC,Micromax X101i (Yellow)
/alcatel-onetouch-firec-4020d/p/itmdys6qffvs6tfd?pid=MOBDYS6NFPNRJUKF&srno=b_100&ref=8db3ff12-3680-48df-9ede-3a942ff84cb4,"Rs. 1,990",MOBDYS6NFPNRJUKF,Alcatel Onetouch FireC 4020D (Bluish Black)
/lava-fuel-50/p/itmefepgg96gzjp7?pid=MOBEFEPFD8HGUVPP&srno=b_101&ref=8db3ff12-3680-48df-9ede-3a942ff84cb4,"Rs. 7,699",MOBEFEPFD8HGUVPP,Lava Fuel 50 (Black)
/nokia-lumia-520/p/itmeyfpbsg7tajzj?pid=MOBDJ4ZNC7PTMG68&srno=b_42&ref=0f67db5e-f89b-4db6-b25f-055883206231,"Rs. 5,999",MOBDJ4ZNC7PTMG68,Nokia Lumia 520 (White)
/karbonn-smart-a52-plus/p/itmduwgkjha88trc?pid=MOBDWMQWZTFZFXSG&srno=b_43&ref=0f67db5e-f89b-4db6-b25f-055883206231,"Rs. 2,799",MOBDWMQWZTFZFXSG,Karbonn Smart A52 Plus (White & Silver)
